"County","State","FIPS.Code","Population","Economic.Region","Overall.Social.Vulnerability","Socioeconomic.Social.Vulnerability","Household.Characteristics.Social.Vulnerability","Race.Ethnicity.Social.Vulnerability","Housing.Transport.Social.Vulnerability","Median.Age","Percent.Age.0.to.17","Percent.Age.Over.65","Percent.Asian","Percent.Black","Percent.Hispanic","Percent.White","Percent.Households_Limited_English","Percent.Veteran","NCHS.Rural.Urban.Code","Percent.Households.No.Computer.Device","Percent.Households.Smartphone.Only","Percent.Households.No.Internet","Percent.Commute.Less.than.15min","Percent.Commute.15min.to.29min","Percent.Commute.30min.to.59min","Percent.Commute.60min.or.More","Percent.Housing.Units.No.Vehicle","GINI.Index","Percent.Unemployed","Median.Household.Income","Median.Household.Income.Asian","Median.Household.Income.Black","Median.Household.Income.Hispanic","Median.Household.Income.White","Percent.in.Poverty","Percent.in.Poverty.Asian","Percent.in.Poverty.Black","Percent.in.Poverty.Hispanic","Percent.in.Poverty.White","Percent.Households.Food.Stamps","Median.Home.Value","Median.Rent","Percent.Less.than.Highschool","Percent.Highschool.Graduate","Percent.with.Associate.Degree","Percent.with.Bachelor.Degree","Percent.with.Graduate.Degree","Percent.Medicaid","Percent.Medicare.Only","Percent.Health.Insurance.Other","Percent.No.Health.Insurance","Obesity.Rate","Diabetes.Rate","Binge.Drinking.Rate","Smoking.Rate","Depression.Rate","Anxiety.Disorders.Rate.Medicare","Bipolar.Disorder.Rate.Medicare","Depressive.Disorders.Rate.Medicare","Personality.Disorders.Rate.Medicare","Opioid.Overuse.Disorder.Rate.Medicare","Birth.Defects.per.10k","Deaths.from.Injury.per.100k","Deaths.from.Transport.Accident.per.100k","Deaths.from.Suicide.per.100k","Deaths.from.Assault.per.100k","Accidental.Deaths.by.Benzodiazepines.per.100k","Accidental.Deaths.by.Cannabis.per.100k","Accidental.Deaths.by.Cocaine.per.100k","Accidental.Deaths.by.Heroin.per.100k","Accidental.Deaths.by.Methadone.per.100k","Accidental.Deaths.by.Opioids.per.100k","Accidental.Deaths.by.Other.Narcotics.per.100k","Accidental.Deaths.by.Other.Opioids.per.100k","Accidental.Deaths.by.Psychostimulants.per.100k","Accidental.Deaths.by.Pyschotropics.per.100k","Accidental.Deaths.by.Synthetics.per.100k","Maternal.Deaths.per.100k","Opioid.Overdose.Deaths.per.100k","Drug.Poisoning.Deaths.per.100k","Opioid.Dispensing.Rate.per.100","HPSA.Primary.Care.Score","HPSA.Primary.Care.FTE.Short","HPSA.Mental.FTE.Short","HPSA.Mental.Score","PCPs.per.100k","Nurse.Practitioners.per.100k","Physician.Assistants.per.100k","Dentists.per.100k","LCDCs.per.100k","LPCs.per.100k","LCSWs.per.100k","Psychiatrists.per.100k","Mental.Health.Providers.per.100k","Urgent.Care.Orgs.per.100k","Health.Centers.per.100k","Community.Mental.Health.Centers.per.100k","Rural.Health.Clinics.per.100k","Home.Health.Agencies.per.100k","Hospices.per.100k","Nursing.Facilities.per.100k","Nursing.Facility.Beds.per.100k","Skilled.Nursing.Facilities.per.100k","Skilled.Nursing.Facility.Beds.per.100k","Mental.Health.Facilities.per.1k","Mental.Health.Facilities.Accepting.Medicare.per.1k","Percent.Clinicians.Accepting.Medicaid","Percent.Nursing.Homes.For.Profit","Percent.Nursing.Homes.Chain","Percent.Hospitals.Private.For.Profit","Percent.Hospitals.Non.Profit","Percent.Hospitals.Government","Nursing.Home.Occupancy.Rate","Median.Distance.to.Urgent.Care","Median.Distance.to.Emergency.Department","Median.Distance.to.Medical.Surgical.ICU","Median.Distance.to.Trauma.Center","Median.Distance.to.Pediatric.ICU","Median.Distance.to.Obstetrics.Department","Median.Distance.to.Health.Clinic","Median.Distance.to.Alcohol.Drug.Incare"
"Briscoe","Texas","48045","1348","High Plains","0.3004","0.7075","0.3794","0.4941","0.0514","46.9","16.69","25.45","0","1.19","36.13","58.68","0.85","7.03","6","19.73","18.03","25.85","47.44","25.46","14.1","13","5.61","0.44","3.13","37875","","2499","34583","49722","16.8","","87.5","24.44","10.87","6.29","72500","596","14.55","35.89","32.06","13.18","4.33","14.69","3.86","2.45","21.74","38.6","17.2","14.6","19.8","21.7","9","2","10","0","0","","172.16","","","","","","","","","","","","","","","","","","0.2","14","0.21","","","-","67","0","-","-","-","-","-","","0","74","0","148","0","0","0","0","0","0","0","0","0","","","50","50","0","","62.4","24.89","32.74","24.89","64.85","24.89","4.54","54.25"
"Brooks","Texas","48047","7100","South Texas","0.9328","0.8735","0.9328","0.9684","0.7905","34.4","23.41","17.85","0","1.23","91.75","7.93","10.79","5.19","6","26.91","32.97","35.8","71.73","10.63","16.26","1.38","9.74","0.52","1.14","25058","","","24023","30164","40.22","","100","39.99","44.08","31.31","64200","386","32.94","26.17","24.51","12.65","3.74","29.03","4.69","6.92","25.56","44.5","21.5","14.2","18.5","19.7","26","3","20","0","2","","47.73","","","","","","0","","","","","","","","","","","","18.3","","","0.33","17","14","29","0","14","28","14","-","-","14.1","0","0","0","42","28","0","14","1380","0","0","0","0","100","","","25","50","25","","56.08","1.58","1.58","27.05","60.03","27.05","1.45","57.32"
"Brown","Texas","48049","37805","Northwest","0.3874","0.2885","0.3676","0.2688","0.7075","41.2","21.76","19.84","0.64","3.6","22.53","71.12","1.92","9.82","5","12.55","15.4","17.75","55.45","31.93","9.46","3.15","6.11","0.46","4.34","49180","","41389","40837","51050","12.68","0.89","24.91","16.24","11.34","11.32","109500","778","12.97","35.14","31.78","14.96","5.14","15.25","5.76","6.65","14.75","38.3","13.4","17.2","18.2","22","21","5","19","2","1","358.06","56.39","19.5","18.45","","0","","0","0","","","","0","","","0","","","13.7","59.7","","","1.81","17","77","72","35","23.1","79.5","125.7","15.4","2.6","182.23","5","0","5","11","13","8","29","2463","3","48","0","0","96.9","100","100","63.64","27.27","9.09","63.52","2.79","3.57","3.57","26.89","68.31","3.57","1.98","55.08"
"Burleson","Texas","48051","18237","Central Texas","0.1858","0.0949","0.2055","0.3794","0.4822","43.8","21.94","21.29","0.04","13.49","20.87","64.23","3.42","7.49","4","17.18","14.04","21.97","26.51","26.95","39.7","6.83","4.54","0.44","3.94","60058","","30750","52813","71776","11.37","0","24.07","12.9","8.41","9.21","126500","800","15.87","36.91","25.94","15.52","5.76","12.22","7.39","6.66","13.75","36.1","13.9","16.2","17.9","21.5","15","3","14","1","1","518.87","69.14","36.22","14.27","","","","0","","","0","","0","0","0","","","","10.97","16.9","12","3.28","0.89","16","22.4","16","22","11.2","5.6","33.6","-","-","5.42","0","0","0","16","5","0","16","1853","0","0","0","0","100","100","100","42.86","28.57","28.57","100","20.88","8.36","7.67","8.36","58.37","19.25","5.36","22.77"
"Burnet","Texas","48053","47548","Capital","0.253","0.2411","0.4071","0.2292","0.4032","44.8","21.01","22.74","0.61","1.42","22.35","73.42","1.34","11.29","6","5.98","7.99","13.3","35.84","24.47","27.17","12.53","3.64","0.43","3.21","59919","","50492","47979","62810","7.51","0.71","7.48","9.1","6.58","5.98","203300","939","11.59","30.4","31.26","17.27","9.49","9.59","6.58","8.18","17.12","34.5","13.3","16.7","17.2","22","16","2","15","1","3","518.02","69.63","28.94","17.2","","","","","","0","","","0","","","","","4.61","15.52","13.9","","","","","93.3","48","26","75","26.4","71","20.3","2","64.38","2","2","0","17","0","2","8","551","0","0","2.01","2.01","98.14","100","100","94.74","0","5.26","100","8.36","7.17","7.17","13.55","37.68","10.3","3.3","33.44"
"Caldwell","Texas","48055","42817","Capital","0.834","0.6957","0.5217","0.7866","0.9644","35.8","23.84","13.98","1.04","5.34","53.06","38.86","6.77","7.05","2","10.68","23.28","20.2","23.16","22.56","33.3","20.97","4.65","0.44","2.52","59846","31494","50718","58709","61949","15.84","0","36.91","19.92","8.82","8.78","147200","946","20.28","37.78","27.14","10.64","4.16","14.78","4.7","4.14","21.47","39.3","14.1","17.3","18.6","21.5","15","3","16","1","3","697.25","56.91","27.05","13.53","6.06","0","","0","","","","","0","","","","","","10.26","6.5","8","0.92","","","28.5","25","27","24.1","26.3","52.6","26.3","-","77.87","0","2","0","12","2","0","16","1182","2","14","4.55","4.55","96.92","100","100","57.14","28.57","14.29","79.84","15.37","5.55","13.7","10.49","30.24","6.65","5.06","21.18"
"Calhoun","Texas","48057","21470","Alamo","0.5652","0.2964","0.6206","0.751","0.6957","37.7","24.26","17.79","5.67","2.11","49.14","41.54","6.78","7.17","5","10.6","12.32","18.09","44.3","38.15","15.79","1.76","3.63","0.41","4.3","57170","104583","","48172","63318","10.08","9.11","23.43","12.99","5.75","15.16","117400","825","19.09","30.92","32.48","11.14","6.37","13.28","4.41","4.95","15.62","38.5","14.5","16.7","16.4","20","20","4","17","1","2","452.83","42.77","17.66","13.02","","","","","","","","","","","","","","","","29.8","","","1.07","17","78","67","10","21.7","8.7","21.7","8.7","-","18.79","0","0","0","23","9","5","5","559","0","0","0","0","98.28","0","100","44.44","22.22","33.33","83.33","30.1","5.73","5.72","5.73","74.32","5.72","2.46","32.23"
"Callahan","Texas","48059","13959","Northwest","0.0672","0.1542","0.2174","0.0237","0.0711","43.9","21.94","20.5","0.42","0.82","9.82","85.79","0.84","10.66","4","13.59","10.85","20.31","27.06","38.55","27.1","7.29","3.16","0.42","4.23","51955","","35396","43077","52321","9.27","0","15.24","16.23","8.67","8.79","1e+05","760","11.4","34.81","31.35","16.93","5.51","10.53","5.52","8.54","18.03","37.3","12.8","17.2","18.5","22.7","16","2","17","1","1","548.78","83.08","32.95","25.78","","","","","","","","0","0","0","0","","","","","6.7","","","0.69","16","7.4","43","21","-","22.3","44.5","7.4","7.4","14.34","0","0","0","29","0","0","21","1189","0","0","0","0","90","100","100","100","0","0","51.35","12.98","14.64","14.64","14.64","14.64","14.64","4.18","14.39"
"Cameron","Texas","48061","422135","South Texas","0.9684","0.9684","0.9051","0.9644","0.8775","31.7","30.42","13.51","0.68","0.54","89.83","8.75","15.78","4.28","3","15.55","17.63","24.78","31.7","46.38","19.48","2.44","7.07","0.48","5.63","41200","89886","50337","39019","57232","26.68","6.96","23.99","28.09","14.23","23.62","89700","746","31.44","26.11","24.29","12.57","5.58","26.48","5.85","2.92","28.64","41.8","17.7","16.1","16.3","19.4","18","3","19","2","1","570.43","26.03","10.96","7.98","2.5","","0","","0","0","","0","","","","","","1.65","5.15","22.3","","","","","63.1","59","31","23.7","15.3","56.8","10.4","4.4","60.97","0","2","2","1","8","1","3","237","0","0","1.18","0.71","97.04","83.33","50","58.87","40.43","0.71","91.95","9.36","3.39","3.62","3.7","15.88","3.7","2.2","15.14"
"Camp","Texas","48063","12938","Upper East","0.6482","0.7589","0.7233","0.5889","0.2688","38.1","26.26","18.43","0.4","16.97","25.44","55.22","3.36","8.38","6","13.97","15.27","23.39","28.87","46.58","14.78","9.77","5.7","0.46","6.45","49539","","26250","59750","55084","20.05","0","19.96","32.11","16.1","17.17","109400","715","12.28","33.39","32.45","14.41","7.47","17.91","6.67","7.27","17.6","38","14.8","16","18.8","21.6","17","4","15","1","2","451.98","67.79","33.89","16.95","","0","","","","","0","","0","","","0","","","","38.1","","","0.64","17","59.2","23","15","29.6","7.4","7.4","22.2","-","45.82","0","0","0","15","8","0","15","1268","0","0","0","0","95.74","","","83.33","16.67","0","","11.52","3.65","12.34","4.9","12.34","12.34","2.75","32.03"
"Carson","Texas","48065","5957","High Plains","0","0.0079","0.0237","0.0356","0.0079","42.4","23.3","20.33","0.3","1.09","10.22","85.34","0","8.95","3","8.06","11.66","16.9","39.64","27.72","28.8","3.84","1.89","0.38","1.59","74246","","","72659","76166","8.55","41.18","17.19","21.89","7.05","3.56","108700","844","5.83","29.85","36.41","19.22","8.69","7.02","6.11","1.74","7.95","34.7","11.7","17.9","16.3","21.8","13","1","16","1","1","","87.03","40.17","","","","","","","","","","","","","","","","","2.7","15","1.7","0.3","13","-","171","0","-","17.3","17.3","17.3","-","","0","0","0","34","17","0","34","1813","0","0","0","0","100","","","0","100","0","","34.9","17.57","17.57","17.57","37.53","17.57","8.31","37.38"
"Cass","Texas","48067","30002","Upper East","0.5375","0.5613","0.498","0.1621","0.7273","44","22.39","22.33","0.57","17.28","4.7","76.16","0.28","10.89","6","18","18.8","23.67","35.28","25.83","32.44","6.45","7.99","0.45","8.15","47539","","29076","","51368","17.53","31.58","28.43","32.89","14.49","15.14","91100","665","13.09","42.67","25.93","12.72","5.59","15.89","7.13","5.14","13.58","36.7","15.6","15.5","21","22.4","18","3","19","1","1","535.12","70.47","27.92","25.93","","0","","0","","0","0","0","0","","","","","","15.29","44.5","11","2.4","","","26.5","50","3","26.5","13.2","36.4","3.3","3.3","26.64","0","0","0","17","10","3","27","1873","0","0","0","0","97.73","100","50","73.91","13.04","13.04","45.48","24.65","4.64","4.64","4.64","6.42","13.43","4.48","23.4"
"Castro","Texas","48069","7561","High Plains","0.7945","0.6047","0.8696","0.8577","0.751","35.7","28.96","16.03","0.66","1.02","64.81","31.5","10.52","8.29","6","15.1","29.41","22.49","68.99","14.09","11.07","5.85","7.63","0.44","1.5","49900","50000","","44515","64394","11.84","6","9.52","13.28","8.7","13.38","83300","729","24.58","34.31","24.66","12.37","4.07","22.58","5.92","3.39","22.88","37.3","15","16.5","16.4","19.9","12","1","10","0","1","588.24","60.36","31.49","","","","","","","","","","","0","0","","","","","9.7","12","0.34","","","43.2","54","0","-","28.8","14.4","-","-","13.28","0","0","0","66","0","0","40","3174","0","0","0","0","100","","","30","40","30","","48.45","5.96","19.22","5.96","50.09","5.96","3.63","38.1"
"Chambers","Texas","48071","42571","Gulf Coast","0.1344","0.2411","0.087","0.3557","0.1779","35.2","28.22","11.76","0.87","7.7","23.18","66.09","4.05","7.13","2","5.31","10.48","12.14","18.23","33.86","37.92","9.99","2.59","0.44","7.06","95989","141741","62730","60789","102178","14.38","0","14.89","31.28","8.89","6.88","224400","990","10.25","26.56","40.7","14.89","7.59","10.29","4.33","3.19","11.23","36.4","10.9","19.3","17.6","22.2","17","4","16","1","3","767.82","51.12","19.23","16.88","5.16","","","0","","0","","","","","","","","6.57","14.54","8.2","11","5.18","2.05","14","11.3","37","18","18.1","20.4","31.7","6.8","-","25.09","0","0","0","14","2","2","5","512","2","47","0","0","92.31","100","100","58.33","25","16.67","81.67","14.43","6.26","6.26","21.18","25.58","12.92","9.07","22.55"
"Cherokee","Texas","48073","52341","Upper East","0.8696","0.8498","0.7194","0.4664","0.9249","37.9","25.31","17.41","0.55","13.93","23.44","60.17","4.78","6.78","5","10.38","15.92","19.23","37.67","31.55","22.93","7.85","5.46","0.44","6.49","50199","46464","31203","45156","57159","14.61","4.22","22.53","19.65","10.72","14.79","111600","789","19.13","31.52","31.92","11.53","5.91","16.9","5.04","5.85","20.81","41.3","14.6","16.5","20.6","22.7","19","4","21","2","1","694.26","64.5","32.06","18.32","4.58","0","","","","0","0","0","0","","","0","","","11.45","28.5","","","","","74.5","66","8","13.4","17.2","55.4","9.6","30.6","93.07","0","2","2","17","11","0","21","1597","2","34","1.89","1.89","99.68","100","25","79.41","20.59","0","60.29","22.67","3.18","3.43","7.84","41.15","8.82","1.6","25.65"
"Childress","Texas","48075","7219","High Plains","0.4901","0.7747","0.1542","0.5968","0.249","32.9","18.67","13.27","0","7.8","35.05","55.13","1.39","5.09","6","14.21","14.12","22.23","68.05","7.82","15.46","8.67","3.51","0.44","7.8","43564","","","31131","52296","14.42","","27.22","21.31","10.22","9.88","86800","774","15.8","37.72","27.72","14.85","3.91","12.19","4","4.43","16.99","37.8","12","19.9","19.9","20.8","12","3","11","1","2","","92.03","","","","","","","","","0","0","0","0","0","","","","","63.9","","","","","141.9","112","14","42.6","-","42.6","14.2","-","95.81","0","0","0","14","28","14","28","2438","14","222","14","14","100","","","70","0","30","","54.06","1.57","53.9","1.57","103.11","1.57","1.57","92.85"
"Clay","Texas","48077","10444","Northwest","0.0237","0.0237","0.2609","0.004","0.0672","47","20.16","23.24","0.85","0.56","6.53","89.1","0","10.96","4","10.92","10","18.85","25.36","41.31","22.89","10.43","2.21","0.42","2.76","63125","","","","62201","12.2","0","45.65","34.99","10.71","11.37","110000","754","9.06","34.85","32.47","17.19","6.43","12.01","7.36","6.64","12.7","33.8","12.7","17","17.4","22.1","19","3","22","1","4","","92.15","23.04","32.64","","0","","","","","0","","0","","","","","","19.2","12.6","13","2.94","0.51","15","41.7","9","9","-","10.4","52.2","-","-","","0","0","0","0","0","0","19","1398","0","0","0","0","89.29","0","100","60","0","40","68.33","16.89","11.3","18.69","18.69","56.49","18.69","18.57","18.83"
"Cochran","Texas","48079","2860","High Plains","0.8656","0.9328","0.7945","0.8142","0.5178","36.6","26.75","16.12","0","5.87","59.13","35.56","7.02","5.49","6","16.37","23.39","25.73","37.88","19.29","32.23","10.6","6.73","0.47","9.35","41000","","9929","42656","46875","27.12","","54.61","27.34","21.18","17.45","38000","710","29.84","34.57","27.34","6.28","1.97","25.35","8.07","1.76","23.41","43.3","18.1","15.6","22.4","22","13","0","10","0","2","","","","","","0","","","","","0","","0","","","","","","","17.6","18","0.57","0.14","13","-","69","0","-","29.4","-","-","-","","0","35","0","105","0","0","70","2063","0","0","0","0","0","","","37.5","37.5","25","","48.72","2.29","22.92","22.92","49.04","22.92","2.29","48.37"
"Coke","Texas","48081","3298","West Texas","0.1304","0.083","0.585","0.1897","0.1818","47.9","21.41","27.87","0","1.12","22.04","74.62","2.65","6.71","6","12.55","15.88","21.6","40.79","21.19","20.76","17.26","1.72","0.43","2.29","45072","","","39091","46995","12.48","","100","16.93","10.58","7.75","74100","629","16.82","33.28","27.71","13.8","8.39","12","12.19","5.96","11.41","35.4","15","15.6","17.6","22","17","2","17","3","1","","90.09","","","","","","","","","0","","0","0","0","0","","","","","14","0.91","","","-","0","0","-","-","-","-","-","","0","0","0","91","0","0","61","3123","0","0","0","0","0","0","0","20","20","60","48.57","30.18","6.59","26.56","26.59","31.11","6.59","1.91","30.68"
"Coleman","Texas","48083","8281","Northwest","0.2925","0.5099","0.4862","0.1502","0.1937","47","21.69","24.62","0.23","2.03","17.7","76.62","0.69","9.68","6","14.72","16.72","18.5","44.06","23.31","27.11","5.52","6.21","0.48","5.79","46948","","47188","53800","46286","14.71","0","13.1","17.97","14.58","9.42","83100","714","13.52","36.11","33.5","11.73","5.13","10.9","8.14","6.37","24.76","35.1","15.2","15.6","18.6","21.9","13","2","15","1","1","","81.88","26.49","","","","","","","","","","","","","","","","","14.3","","","","","59.5","37","0","23.8","35.7","23.8","-","-","12.23","0","0","0","48","36","0","48","2512","0","0","0","0","90","100","100","54.55","18.18","27.27","64.81","27.1","8.08","27.36","8.08","48.17","8.08","5.78","42.19"
"Collin","Texas","48085","1006038","Metroplex","0.0593","0.0514","0.0949","0.5771","0.0988","37","25.97","10.95","15.72","9.74","15.35","55.54","4.76","5.55","1","1.72","4.25","4.48","19.29","34.4","36.63","9.69","2.68","0.43","4","100541","120842","72263","71944","106816","6.26","5.96","7.92","11.82","4.47","2.74","337200","1428","6.1","14.48","26.2","33.78","19.45","4.83","4","3.11","10.53","28.6","9.6","17.3","12.2","18.9","17","3","18","1","2","612.21","28.28","7.31","11.23","2.13","","0","","1.29219771022566","","4.77119154544858","0","0.993998238635121","1.78919682954322","1.88859665340673","2.98199471590536","0.26","4.24","8.76","29.7","","","","","101.9","71","34","87.8","14.6","123.1","34.6","14","123.61","2","0","0","0","2","0","3","144","0","2","1.03","0.47","95.28","91.67","91.67","65.82","33.54","0.63","71.3","1.62","1.97","2.36","5.54","6.13","2.55","3.94","3.58"
"Collingsworth","Texas","48087","2939","High Plains","0.8814","0.917","0.9249","0.5573","0.5613","40.1","25.42","17.9","0","10.04","31.78","56.14","7","8.44","6","10.3","19.34","25.66","62.96","14.05","21.57","1.42","10.2","0.55","5.84","41202","","","41458","60972","20.19","","55.4","21.25","14.51","22.45","57500","568","24.72","21.74","31.22","18.23","4.09","25.13","6.08","4.8","23.64","38.3","15.4","15.9","20.5","22.6","14","1","14","0","1","","108.39","","","","","","","","","","","","","","","","","","14.2","","","0.15","12","30.7","70","70","-","-","61.4","-","-","34.25","0","0","0","34","34","34","34","2518","0","0","0","0","100","","","20","60","20","","53.69","1.04","53.58","23.4","98.74","29.07","1.04","76.14"
"Colorado","Texas","48089","21357","Gulf Coast","0.5059","0.2213","0.4348","0.5692","0.8696","43.1","23.55","21.98","0.62","12.75","30.22","55.56","3.99","6.08","6","17.68","14.94","23.77","43.22","27.51","16.42","12.85","4.97","0.47","3.88","52663","14118","32348","43799","60122","10.09","84.21","18.72","9.17","7.54","7.75","131400","727","15.68","38.09","27.16","14.1","4.97","10","7.92","4.8","16.12","39.6","15.4","15.5","17.8","20.7","17","2","15","0","1","","65.68","30.03","16.89","","0","","","","","0","","0","0","0","0","","","","22","","","","","74.9","28","9","23.4","28.1","18.7","18.7","-","18.61","0","0","0","28","9","0","33","3296","5","56","0","0","93.75","100","50","76.47","23.53","0","77.37","24.33","3.07","21.9","12.53","67.58","5.65","3.08","24.57"
"Comal","Texas","48091","148921","Alamo","0.0395","0.0553","0.0672","0.3478","0.1304","42.1","22.56","18.26","1.17","2.17","27.73","66.59","2.2","12.38","2","4.91","4.8","6.69","25.48","27.72","33.88","12.92","3.01","0.44","4.03","80781","88919","94250","57375","86163","7.66","15.87","2.75","12.49","5.64","4.39","293600","1192","6.33","25.43","30.33","24.66","13.26","6.62","5.61","9.04","10.82","34.1","11.7","17.4","13.6","19.6","15","3","15","1","1","391.89","46.83","15.97","20.67","2.68","","","0","","0","6.71496968191189","","","","","","","5.1","12.21","32.6","","","","","66.2","52","29","74.4","20.4","120.9","41.3","5.7","129.31","1","1","0","5","0","1","4","250","0","0","0.61","0.61","91.62","80","80","79.41","20.59","0","83.21","4.51","6.34","6.34","15.87","28.71","6.34","3.63","14.24"
"Comanche","Texas","48093","13597","Northwest","0.2846","0.2174","0.5455","0.3202","0.4111","44.6","22.32","24.02","0.58","1.53","28.3","68.94","2.9","9.72","6","13.44","11.41","23.6","44.75","22.53","26.34","6.38","4.84","0.43","6.14","54889","53625","","57227","53204","14.57","0","13.17","16.62","13.81","9.19","110900","525","14.28","32.71","32.88","14.35","5.78","11.03","7.81","8.02","13.55","34.4","14.1","16","17.2","21.3","17","2","15","0","1","","94.15","38.25","20.6","","0","","","","","0","","0","0","0","","","","","52.1","","","0.66","17","85.4","51","22","15.5","31.1","31.1","15.5","-","44","7","7","0","37","7","7","29","2383","0","0","0","0","97.62","100","50","57.14","21.43","21.43","42.34","7.97","4.87","4.87","7.97","75.36","14.61","0.92","26.71"
"Concho","Texas","48095","3018","West Texas","0.3518","0.166","0.6285","0.5652","0.4387","46.1","17.53","22.43","0.36","2.02","40.13","55.77","2.97","10.08","6","13.24","11.99","20.78","40.54","19.46","28.99","11.01","4.11","0.44","1.36","53333","","","","55938","17.53","","0","27.96","15.43","8.22","107700","633","30.81","30.51","25.49","10.67","2.51","17.77","8.08","4.82","6.57","37.1","17.2","14.8","19.8","21","13","2","14","1","1","","","","","","","","","","","","","","","","","","","","1.1","","","","","72.2","35","35","24.1","-","-","-","-","36.68","0","0","0","0","33","0","33","2717","0","0","0","0","100","100","0","60","0","40","69.7","37.65","4.88","32.29","4.88","36.14","36.14","25.58","34.54"
"Cooke","Texas","48097","40428","Metroplex","0.2609","0.1858","0.5415","0.1818","0.4664","41.2","23.83","18.42","0.79","2.76","18.24","75.12","2.64","8.29","5","12.38","12.72","17.8","39.16","28.92","21.86","10.06","4.37","0.44","4.04","62733","35239","32207","47237","66906","12.84","1.28","35.17","24.94","8.84","9.73","166700","934","12.61","30.83","34.8","14.73","7.04","11.63","5.07","5.04","15.26","35.4","12.3","17.6","18.2","22.3","16","2","16","1","4","283.55","61.27","19.76","25.2","","0","","","0","0","0","0","0","","","0","","5.93","18.28","31.5","","","1.96","13","45","80","10","40","20","42.5","7.5","-","60.6","0","0","0","20","15","0","20","1029","2","35","2.42","2.42","94.5","33.33","100","57.69","23.08","19.23","46.77","21.88","3.76","7.9","3.76","41.36","3.76","3.76","26.74"
"Coryell","Texas","48099","75576","Central Texas","0.3794","0.4032","0.1423","0.5178","0.5217","32.2","22.78","10.16","2.13","12.99","18.75","57.88","1.65","20.44","3","7.2","8.76","11.07","38.94","36.12","17.78","7.16","4.6","0.41","6.66","54712","57659","53068","45276","56544","11.46","15.69","9.17","12.3","10.23","10.89","120700","894","11.19","27.79","44.1","11.24","5.68","11.19","3.18","14","11","35.5","10","20.7","19.5","23.8","18","4","17","1","1","627.62","41.63","15.65","20.95","4.51","0","","0","0","0","","0","","","","","","4.51","9.02","14.3","10","6.01","","","21.5","43","16","22.8","27.8","87.2","46.8","-","51.35","0","0","0","1","1","0","9","959","0","0","0","0","96.99","66.67","66.67","61.54","23.08","15.38","83.91","30.94","5.28","5.35","5.35","31.48","7.12","15.54","7.08"
"Cottle","Texas","48101","1624","Northwest","0.5613","0.6126","0.9447","0.3636","0.1225","37.3","28.45","21.43","0","7.76","19.27","65.64","3.7","7.31","6","25.04","9.39","29.3","52.46","13.95","28.37","5.23","9.67","0.5","8.08","40250","","20820","","53646","23.03","","25.4","34.82","16.98","25.04","44000","372","18.95","27.11","35.08","11.82","7.04","25.31","4","10.65","11.21","40.1","18.7","14.1","21","22.6","17","2","12","0","2","","","","","","","","","","","","","","","","","","","","","14","0.47","","","-","0","0","-","-","-","-","-","","0","0","0","123","0","0","62","2709","0","0","0","0","0","","","25","50","25","","70.32","1.21","50.35","28.77","95.84","1.21","1.21","93.85"
"Crane","Texas","48103","4739","West Texas","0.5889","0.1976","0.2727","0.8775","0.9447","33.6","31.29","13.88","2.09","2.24","64.97","30.51","12.6","6.66","6","3.6","32.2","26.67","49.34","10.11","25.47","15.07","10.13","0.43","2.89","54596","","","52500","72708","4.35","0","55.1","3.56","4.93","2.53","89000","829","23.14","36.62","26.93","9.84","3.47","7.88","2.5","1.59","18.63","36.7","12.6","18.4","15.9","19.9","18","1","14","0","1","","62.69","","","","0","0","0","0","","0","","","","","","","","","14.6","","","0.23","13","30","0","21","15","-","-","-","-","","0","0","0","21","0","21","63","4115","0","0","0","0","100","100","100","25","37.5","37.5","64.55","43.43","0.84","30.6","30.6","111.01","30.6","0.84","30.6"
"Crockett","Texas","48105","3393","West Texas","0.5494","0.415","0.5692","0.8103","0.4743","44.1","23.34","17.36","0","1.21","62.19","36.6","0","9.53","6","12.2","12.34","21.38","54.02","9.82","13.21","22.96","1.08","0.37","0","46695","","","42692","46970","17.89","","0","23.84","8.17","7.32","102200","559","21.37","47.47","21.49","5.26","4.41","7.74","8.91","0","21.79","38.7","16.7","15.9","17.5","19.9","10","1","9","2","1","","90.32","","","","","","","","","","","","0","0","","","","","26.6","","","","","24.5","0","0","-","-","24.5","-","-","","29","0","0","29","0","0","29","1592","0","0","0","0","100","","","0","0","100","","1.24","1.24","37.99","35.92","66.28","1.25","1.24","48.53"
"Crosby","Texas","48107","5753","High Plains","0.8577","0.8103","0.9289","0.7826","0.5257","39","26.06","18.39","0.47","4.75","56.27","39.09","5.89","6.82","3","14.29","15.05","17.13","42.5","20.27","34.01","3.22","6.22","0.52","5.26","42470","","35417","34836","56591","20.88","0","11.4","28.6","10.2","23.26","61300","620","23.81","32.75","28.56","11.32","3.55","21.65","6.57","5.55","20.33","39.3","17.1","15.4","19","21.1","18","3","18","0","1","","75.93","37.97","","","","","","","","","","","","0","","","","","17.4","15","1.05","","","15.3","36","18","-","-","45.8","-","-","","0","0","0","17","17","0","35","1843","0","0","0","0","100","100","100","100","0","0","43.4","28.26","7.83","27.79","27.79","29.85","23.17","7.83","27.79"
